pair_a,pair_b,sector,tick_minutes,model,pair_selection,position_policy,cointegration_policy,exec_delay_ticks,param_grid_size,sharpe,committed_return_annual,invested_return_annual,num_trades,hit_rate,max_drawdown,avg_holding_minutes
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.58,0.1,0.09,190,0.485,0.11,23.7
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.98,0.1895,0.1468,169,0.506,0.155,15.9
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.7,0.1255,0.1254,164,0.488,0.119,19.3
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,Carry,RollingCheck,0,16,0.68,0.1629,0.1293,161,0.535,0.16,23.1
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,Carry,RollingCheck,1,16,0.56,0.1406,0.1248,183,0.552,0.124,20.1
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,Carry,SkipCheck,0,16,0.66,0.1969,0.1796,159,0.472,0.141,20.8
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,Carry,SkipCheck,1,16,0.47,0.1148,0.0985,189,0.544,0.102,20.6
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,EOD_Flat,RollingCheck,0,16,0.8,0.0848,0.0766,188,0.492,0.12,13.6
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,EOD_Flat,RollingCheck,1,16,0.53,0.1003,0.0898,168,0.476,0.157,28.4
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,EOD_Flat,SkipCheck,0,16,0.71,0.1036,0.0867,194,0.524,0.136,26.7
HINDUNILVR,NESTLEIND,Consumer,5,Classical,Random,EOD_Flat,SkipCheck,1,16,0.54,0.101,0.095,180,0.528,0.05,18.5
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,Carry,RollingCheck,0,16,1.47,0.2555,0.2001,182,0.588,0.068,25.6
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,Carry,RollingCheck,1,16,0.93,0.1775,0.1566,163,0.581,0.139,16.0
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,Carry,SkipCheck,0,16,1.59,0.3011,0.3008,184,0.554,0.156,19.4
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,Carry,SkipCheck,1,16,1.03,0.1855,0.1336,176,0.513,0.115,12.3
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.35,0.2615,0.1962,154,0.527,0.102,25.3
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.88,0.1472,0.1087,168,0.485,0.106,20.9
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.51,0.2833,0.2108,193,0.531,0.062,19.2
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.15,0.1965,0.1456,182,0.685,0.13,15.0
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,Carry,RollingCheck,0,16,1.14,0.1867,0.1353,151,0.53,0.084,8.4
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,Carry,RollingCheck,1,16,0.86,0.2012,0.1811,187,0.568,0.132,10.4
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,Carry,SkipCheck,0,16,1.17,0.2954,0.224,205,0.546,0.05,12.7
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,Carry,SkipCheck,1,16,0.8,0.2011,0.1926,154,0.504,0.167,18.6
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.08,0.211,0.2079,183,0.487,0.109,33.4
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.65,0.1598,0.1384,202,0.492,0.127,14.5
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.09,0.2249,0.1722,186,0.528,0.131,19.0
HINDUNILVR,NESTLEIND,Consumer,5,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.81,0.1714,0.1273,198,0.524,0.098,18.8
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,Carry,RollingCheck,0,16,1.07,0.1558,0.1463,67,0.451,0.1,16.6
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,Carry,RollingCheck,1,16,0.63,0.1062,0.0827,68,0.561,0.101,22.3
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,Carry,SkipCheck,0,16,0.79,0.1625,0.1183,72,0.499,0.1,16.3
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,Carry,SkipCheck,1,16,0.69,0.1347,0.1131,50,0.523,0.05,17.5
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.85,0.1717,0.1628,51,0.444,0.192,21.1
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.63,0.1046,0.089,28,0.586,0.111,21.4
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.95,0.1473,0.1136,63,0.455,0.096,17.3
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.79,0.0814,0.0665,51,0.518,0.098,23.8
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,Carry,RollingCheck,0,16,0.72,0.1555,0.1522,50,0.492,0.166,20.7
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,Carry,RollingCheck,1,16,0.38,0.0239,0.0169,61,0.513,0.117,21.1
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,Carry,SkipCheck,0,16,0.86,0.1596,0.1269,64,0.527,0.091,15.1
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,Carry,SkipCheck,1,16,0.59,0.1092,0.0968,50,0.489,0.071,18.0
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,EOD_Flat,RollingCheck,0,16,0.7,0.066,0.0647,52,0.442,0.087,21.5
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,EOD_Flat,RollingCheck,1,16,0.41,0.0625,0.0532,57,0.418,0.156,23.9
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,EOD_Flat,SkipCheck,0,16,0.7,0.1556,0.1512,68,0.535,0.139,14.4
HINDUNILVR,NESTLEIND,Consumer,15,Classical,Random,EOD_Flat,SkipCheck,1,16,0.28,0.0194,0.0187,77,0.445,0.095,17.0
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,Carry,RollingCheck,0,16,1.4,0.2383,0.1976,63,0.636,0.118,10.7
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,Carry,RollingCheck,1,16,1.09,0.1133,0.094,73,0.555,0.158,15.8
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,Carry,SkipCheck,0,16,1.55,0.306,0.2896,88,0.59,0.113,24.3
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,Carry,SkipCheck,1,16,1.1,0.1952,0.1428,43,0.671,0.165,23.0
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.41,0.2436,0.2094,33,0.579,0.118,22.3
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.94,0.1456,0.1042,53,0.644,0.137,13.3
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.5,0.2336,0.1887,66,0.572,0.055,18.4
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.13,0.1524,0.1217,37,0.408,0.106,22.8
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,Carry,RollingCheck,0,16,1.27,0.2061,0.1952,48,0.438,0.132,19.1
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,Carry,RollingCheck,1,16,0.84,0.1907,0.1354,22,0.517,0.134,15.1
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,Carry,SkipCheck,0,16,1.21,0.2634,0.2409,57,0.515,0.128,15.5
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,Carry,SkipCheck,1,16,0.86,0.1646,0.119,70,0.448,0.155,18.3
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.14,0.2359,0.1916,53,0.536,0.088,11.1
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.89,0.1586,0.1144,41,0.53,0.13,18.3
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.14,0.2141,0.1607,62,0.601,0.12,12.1
HINDUNILVR,NESTLEIND,Consumer,15,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.84,0.1303,0.1278,63,0.585,0.082,28.5
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,Carry,RollingCheck,0,16,0.97,0.199,0.1797,84,0.475,0.111,21.4
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,Carry,RollingCheck,1,16,0.68,0.1276,0.1217,30,0.444,0.114,21.5
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,Carry,SkipCheck,0,16,0.99,0.2166,0.185,70,0.412,0.113,19.6
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,Carry,SkipCheck,1,16,0.85,0.0872,0.0701,75,0.529,0.116,22.9
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.83,0.1557,0.1552,61,0.483,0.158,25.4
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.67,0.0434,0.0333,66,0.407,0.085,18.6
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.92,0.1237,0.1147,47,0.489,0.086,21.7
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.63,0.0808,0.0776,57,0.537,0.063,26.6
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,Carry,RollingCheck,0,16,0.66,0.0877,0.0617,49,0.55,0.123,17.5
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,Carry,RollingCheck,1,16,0.49,0.0578,0.0499,74,0.449,0.134,18.7
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,Carry,SkipCheck,0,16,0.78,0.0662,0.0473,78,0.487,0.102,23.3
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,Carry,SkipCheck,1,16,0.55,0.0615,0.0603,58,0.455,0.145,18.2
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,EOD_Flat,RollingCheck,0,16,0.31,0.0688,0.055,70,0.381,0.128,14.1
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,EOD_Flat,RollingCheck,1,16,0.48,0.0694,0.0518,53,0.465,0.085,11.2
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,EOD_Flat,SkipCheck,0,16,0.61,0.1147,0.0815,83,0.457,0.136,14.3
HINDUNILVR,NESTLEIND,Consumer,30,Classical,Random,EOD_Flat,SkipCheck,1,16,0.51,0.0562,0.0545,44,0.462,0.076,17.5
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,Carry,RollingCheck,0,16,1.55,0.2855,0.2575,54,0.609,0.134,16.5
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,Carry,RollingCheck,1,16,1.16,0.1277,0.0998,73,0.641,0.108,23.6
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,Carry,SkipCheck,0,16,1.73,0.2815,0.2318,32,0.511,0.154,21.0
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,Carry,SkipCheck,1,16,1.14,0.1963,0.1702,45,0.516,0.097,24.2
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.49,0.2635,0.2101,73,0.634,0.169,24.6
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.81,0.2048,0.1603,48,0.586,0.088,23.8
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.59,0.3009,0.2303,76,0.566,0.111,9.4
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.99,0.184,0.1545,43,0.646,0.082,20.9
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,Carry,RollingCheck,0,16,1.25,0.1824,0.1805,84,0.648,0.097,20.0
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,Carry,RollingCheck,1,16,0.82,0.1081,0.0867,57,0.589,0.133,16.3
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,Carry,SkipCheck,0,16,1.22,0.1943,0.1767,61,0.558,0.155,25.8
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,Carry,SkipCheck,1,16,0.83,0.1576,0.1104,46,0.514,0.156,27.2
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.08,0.2014,0.185,77,0.488,0.061,23.5
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.69,0.1286,0.1055,73,0.586,0.093,26.8
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.27,0.234,0.2311,69,0.688,0.123,15.8
HINDUNILVR,NESTLEIND,Consumer,30,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.95,0.0903,0.0738,55,0.539,0.101,18.6
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,Carry,RollingCheck,0,16,1.09,0.0654,0.0629,51,0.551,0.095,36.8
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,Carry,RollingCheck,1,16,0.79,0.1143,0.0908,65,0.453,0.126,39.9
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,Carry,SkipCheck,0,16,1.11,0.2018,0.1869,59,0.554,0.142,52.2
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,Carry,SkipCheck,1,16,0.65,0.0459,0.0406,54,0.521,0.118,40.1
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,EOD_Flat,RollingCheck,0,16,1.01,0.1896,0.1376,77,0.614,0.14,38.6
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.83,0.0674,0.0523,73,0.423,0.168,47.9
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,EOD_Flat,SkipCheck,0,16,1.09,0.1097,0.0922,68,0.454,0.059,49.0
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.63,0.0813,0.0756,44,0.562,0.091,53.1
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,Carry,RollingCheck,0,16,0.62,0.1377,0.1134,63,0.451,0.117,46.7
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,Carry,RollingCheck,1,16,0.44,0.0352,0.03,66,0.451,0.085,36.6
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,Carry,SkipCheck,0,16,0.52,0.0793,0.0712,89,0.461,0.125,47.6
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,Carry,SkipCheck,1,16,0.73,0.0517,0.0452,34,0.449,0.112,40.2
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,EOD_Flat,RollingCheck,0,16,0.65,0.0482,0.0367,61,0.466,0.15,46.3
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,EOD_Flat,RollingCheck,1,16,0.24,0.0656,0.0617,47,0.504,0.146,45.7
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,EOD_Flat,SkipCheck,0,16,0.49,0.0759,0.0564,56,0.443,0.097,45.9
HINDUNILVR,NESTLEIND,Consumer,60,Classical,Random,EOD_Flat,SkipCheck,1,16,0.58,0.0655,0.0474,94,0.48,0.135,47.8
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,Carry,RollingCheck,0,16,1.47,0.257,0.1895,68,0.509,0.117,42.5
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,Carry,RollingCheck,1,16,1.28,0.168,0.1647,56,0.652,0.1,43.0
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,Carry,SkipCheck,0,16,1.7,0.265,0.2158,61,0.521,0.113,49.0
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,Carry,SkipCheck,1,16,1.02,0.1265,0.0904,66,0.571,0.067,50.3
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.43,0.2815,0.2668,78,0.579,0.074,53.7
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.99,0.1573,0.1387,68,0.486,0.081,46.5
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.46,0.2516,0.2337,36,0.557,0.102,46.2
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.89,0.1517,0.1146,52,0.487,0.116,42.2
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,Carry,RollingCheck,0,16,0.86,0.2716,0.2213,57,0.559,0.098,45.0
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,Carry,RollingCheck,1,16,0.82,0.1,0.0869,62,0.601,0.125,38.3
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,Carry,SkipCheck,0,16,1.16,0.244,0.24,52,0.591,0.071,45.6
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,Carry,SkipCheck,1,16,0.87,0.1439,0.1069,74,0.445,0.155,51.9
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.07,0.1119,0.0923,61,0.575,0.093,50.7
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.63,0.093,0.0678,67,0.523,0.135,54.7
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.23,0.2186,0.1578,46,0.484,0.135,43.3
HINDUNILVR,NESTLEIND,Consumer,60,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.76,0.1459,0.1196,64,0.547,0.135,42.3
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,Carry,RollingCheck,0,16,1.07,0.1437,0.1187,198,0.514,0.13,21.4
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,Carry,RollingCheck,1,16,0.68,0.099,0.0735,199,0.389,0.135,7.5
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,Carry,SkipCheck,0,16,0.9,0.2489,0.1841,200,0.442,0.05,17.4
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,Carry,SkipCheck,1,16,0.81,0.076,0.0663,178,0.438,0.183,28.0
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.97,0.1256,0.0889,198,0.469,0.071,22.2
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.69,0.1514,0.1421,190,0.573,0.087,19.8
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.9,0.133,0.117,152,0.506,0.12,18.9
TATASTEEL,JSWSTEEL,Materials,5,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.76,0.0888,0.0628,189,0.506,0.117,13.5
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,Carry,RollingCheck,0,16,0.67,0.0973,0.0842,188,0.374,0.119,20.2
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,Carry,RollingCheck,1,16,0.55,0.0855,0.0752,175,0.566,0.13,21.0
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,Carry,SkipCheck,0,16,0.57,0.1586,0.1238,170,0.463,0.136,10.8
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,Carry,SkipCheck,1,16,0.33,0.1539,0.1361,181,0.435,0.099,15.4
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,EOD_Flat,RollingCheck,0,16,0.72,0.0881,0.062,200,0.559,0.117,25.0
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,EOD_Flat,RollingCheck,1,16,0.61,0.0906,0.0819,165,0.55,0.13,18.9
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,EOD_Flat,SkipCheck,0,16,0.57,0.1084,0.0804,180,0.558,0.086,23.8
TATASTEEL,JSWSTEEL,Materials,5,Classical,Random,EOD_Flat,SkipCheck,1,16,0.53,0.1096,0.087,159,0.479,0.121,20.6
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,Carry,RollingCheck,0,16,1.43,0.3019,0.2821,191,0.603,0.117,22.1
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,Carry,RollingCheck,1,16,1.05,0.1574,0.1446,159,0.568,0.061,20.2
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,Carry,SkipCheck,0,16,1.69,0.2916,0.2693,172,0.479,0.095,16.8
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,Carry,SkipCheck,1,16,1.06,0.2023,0.1641,186,0.563,0.11,21.9
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.39,0.2837,0.2275,179,0.514,0.111,17.7
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,1.08,0.1524,0.1467,191,0.528,0.132,22.8
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.49,0.2752,0.2707,162,0.611,0.187,20.0
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,0.91,0.1889,0.1499,185,0.566,0.156,13.7
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,Carry,RollingCheck,0,16,1.22,0.2577,0.2535,192,0.529,0.132,16.4
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,Carry,RollingCheck,1,16,0.89,0.1865,0.1447,179,0.554,0.122,19.2
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,Carry,SkipCheck,0,16,1.32,0.2675,0.218,185,0.533,0.08,21.1
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,Carry,SkipCheck,1,16,0.85,0.2242,0.1976,199,0.542,0.136,24.2
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,EOD_Flat,RollingCheck,0,16,1.22,0.2517,0.2036,185,0.58,0.113,15.4
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,EOD_Flat,RollingCheck,1,16,0.78,0.1456,0.1295,166,0.508,0.116,21.5
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,EOD_Flat,SkipCheck,0,16,1.1,0.2906,0.2155,180,0.537,0.118,21.1
TATASTEEL,JSWSTEEL,Materials,5,Preferred,Random,EOD_Flat,SkipCheck,1,16,0.67,0.1204,0.1031,195,0.542,0.217,31.5
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,Carry,RollingCheck,0,16,0.93,0.1468,0.132,36,0.587,0.162,18.1
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,Carry,RollingCheck,1,16,0.72,0.0755,0.0675,42,0.384,0.146,15.9
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,Carry,SkipCheck,0,16,0.8,0.1844,0.162,59,0.501,0.113,23.1
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,Carry,SkipCheck,1,16,0.56,0.0957,0.067,49,0.526,0.13,20.8
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,EOD_Flat,RollingCheck,0,16,0.8,0.1246,0.1063,41,0.426,0.164,24.0
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,EOD_Flat,RollingCheck,1,16,0.62,0.0644,0.0606,49,0.402,0.123,30.2
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,EOD_Flat,SkipCheck,0,16,0.98,0.1593,0.1346,63,0.419,0.129,17.2
TATASTEEL,JSWSTEEL,Materials,15,Classical,Ranked,EOD_Flat,SkipCheck,1,16,0.52,0.0805,0.0761,75,0.475,0.097,16.2
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,Carry,RollingCheck,0,16,0.47,0.1141,0.0942,73,0.485,0.12,24.6
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,Carry,RollingCheck,1,16,0.38,0.0506,0.0499,57,0.484,0.089,14.1
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,Carry,SkipCheck,0,16,0.75,0.1135,0.0836,46,0.516,0.135,17.7
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,Carry,SkipCheck,1,16,0.41,0.0806,0.0795,68,0.479,0.128,18.8
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,EOD_Flat,RollingCheck,0,16,0.6,0.0702,0.0654,50,0.455,0.094,12.7
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,EOD_Flat,RollingCheck,1,16,0.51,-0.019,-0.0142,46,0.526,0.121,10.2
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,EOD_Flat,SkipCheck,0,16,0.72,0.1343,0.12,62,0.44,0.113,16.3
TATASTEEL,JSWSTEEL,Materials,15,Classical,Random,EOD_Flat,SkipCheck,1,16,0.4,0.0632,0.0494,54,0.494,0.108,14.1
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,Carry,RollingCheck,0,16,1.41,0.2781,0.2765,79,0.522,0.156,12.6
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,Carry,RollingCheck,1,16,0.98,0.1521,0.1492,77,0.574,0.114,17.4
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,Carry,SkipCheck,0,16,1.6,0.2573,0.2076,64,0.496,0.107,25.9
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,Carry,SkipCheck,1,16,1.02,0.1699,0.131,74,0.481,0.168,24.1
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,EOD_Flat,RollingCheck,0,16,1.51,0.2361,0.1797,81,0.543,0.11,24.0
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,EOD_Flat,RollingCheck,1,16,0.87,0.1844,0.1322,39,0.58,0.098,19.0
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,EOD_Flat,SkipCheck,0,16,1.4,0.2563,0.1863,44,0.548,0.134,18.9
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Ranked,EOD_Flat,SkipCheck,1,16,1.08,0.1438,0.1242,62,0.6,0.078,20.8
TATASTEEL,JSWSTEEL,Materials,15,Preferred,Random,Carry,RollingCheck,0,16,1.04,0.1757,0.163,65,0.543,0.139,27.5
